"Train_No","Train_Name","Source_Station_Name","Destination_Station_Name","days"
"56033","MV-MQ PASSR","MAYILADUTURAI JN.","MANNARGUDI","Wednesday"
"56034","MQ- MV PASSR","MANNARGUDI","MAYILADUTURAI JN.","Friday"
"56035","TCN-TEN PASS","TIRUCHENDUR","TIRUNELVELI JN","Thursday"
"56036","TEN-TCN PASS","TIRUNELVELI JN","TIRUCHENDUR","Sunday"
"56037","MS-PDY PASS","CHENNAI EGMORE","PONDICHERRY","Sunday"
"56038","PDY-MS PASS","PONDICHERRY","CHENNAI EGMORE","Thursday"
"56041","TPTY-PDY PAS","TIRUPATI","PONDICHERRY","Friday"
"56042","PDY-TPTY","PONDICHERRY","TIRUPATI","Saturday"
"56043","GUV-TCR PASS","GURUVAYUR","TRICHUR","Wednesday"
"56044","TCR-GUV PASS","TRICHUR","GURUVAYUR","Wednesday"
"56100","ED-MTDM PASS","ERODE JN.","METTUR DAM","Sunday"
"56101","MTDM ED PASS","METTUR DAM","ERODE JN.","Wednesday"
"56102","SA-MTDM PASS","SALEM JN.","METTUR DAM","Saturday"
"56103","MTDM-SA PASS","METTUR DAM","SALEM JN.","Thursday"
"56105","SA-KRR PASSR","SALEM JN.","KARUR JN.","Wednesday"
"56106","KRR-SA PASSR","KARUR JN.","SALEM JN.","Thursday"
"56107","SA-KRR PASSR","SALEM JN.","KARUR JN.","Saturday"
"56108","KRR-SA PASSR","KARUR JN.","SALEM JN.","Thursday"
"56109","TPJ-ED PASS","TIRUCHIRAPPALLI JN.","ERODE JN.","Sunday"
"56110","ED-TPJ PASS","ERODE JN.","TIRUCHIRAPPALLI JN.","Monday"
"56111","JTJ-ED PASS","JOLARPETTAI JN","ERODE JN.","Tuesday"
"56112","ED-JTJ PASS","ERODE JN.","JOLARPETTAI JN","Wednesday"
"56113","TPJ-MV PASS","MAYILADUTURAI JN.","TIRUCHIRAPPALLI JN.","Friday"
"56114","MV-TPJ PASS","TIRUCHIRAPPALLI JN.","MAYILADUTURAI JN.","Monday"
"56115","MV - TJ PASS","MAYILADUTURAI JN.","THANJAVUR JN.","Sunday"
"56116","TJ - MV PASS","THANJAVUR JN.","MAYILADUTURAI JN.","Sunday"
"56136","MTP UAM PASS","METTUPALAIYAM JN.","UDHAGAMANDALAM","Friday"
"56137","UAM MTP PASS","UDHAGAMANDALAM","METTUPALAIYAM JN.","Friday"
"56138","ONR UAM PASS","COONOOR","UDHAGAMANDALAM","Friday"
"56139","UAM ONR PASS","UDHAGAMANDALAM","COONOOR","Sunday"
"56140","UAM ONR PASS","UDHAGAMANDALAM","COONOOR","Thursday"
"56141","ONR-UAM PASS","COONOOR","UDHAGAMANDALAM","Monday"
"56142","UAM-ONR PASS","UDHAGAMANDALAM","COONOOR","Friday"
"56143","ONR-UAM PASS","COONOOR","UDHAGAMANDALAM","Sunday"
"56144","CBE MTP PASS","COIMBATORE  JN.","METTUPALAIYAM JN.","Wednesday"
"56145","MTP CBE PASS","METTUPALAIYAM JN.","COIMBATORE  JN.","Thursday"
"56146","CBE-MTP PASS","COIMBATORE  JN.","METTUPALAIYAM JN.","Thursday"
"56147","MTP-CBE PASS","METTUPALAIYAM JN.","COIMBATORE  JN.","Saturday"
"56148","CBE-MTP PASS","COIMBATORE  JN.","METTUPALAIYAM JN.","Tuesday"
"56149","MTP-CBE SPL","METTUPALAIYAM JN.","COIMBATORE  JN.","Saturday"
"56150","CBE-MTP PASS","COIMBATORE  JN.","METTUPALAIYAM JN.","Tuesday"
"56151","MTP-CBE PASS","METTUPALAIYAM JN.","COIMBATORE  JN.","Thursday"
"56201","CMNR-MYS PAS","CHAMRAJANAGAR","MYSORE JN.","Tuesday"
"56202","MYS-CMNR PAS","MYSORE JN.","CHAMRAJANAGAR","Saturday"
"56203","CMNR-MYS PAS","CHAMRAJANAGAR","MYSORE JN.","Sunday"
"56204","MYS-CMNR PAS","MYSORE JN.","CHAMRAJANAGAR","Wednesday"
"56205","NTW-MYS PASS","NANJANGUD TOWN","MYSORE JN.","Friday"
"56206","MYS-NTW PASS","MYSORE JN.","NANJANGUD TOWN","Tuesday"
"56207","CMNR-MYS","CHAMRAJANAGAR","MYSORE JN.","Thursday"
"56208","MYS-CMNR PAS","MYSORE JN.","CHAMRAJANAGAR","Saturday"
"56209","CMNR-MYS PAS","CHAMRAJANAGAR","MYSORE JN.","Thursday"
"56210","MYS-CMNR PAS","MYSORE JN.","CHAMRAJANAGAR","Sunday"
"56215","YPR-MYS PASS","YESVANTPUR JN.","MYSORE JN.","Tuesday"
"56216","MYS-YPR PASS","MYSORE JN.","YESVANTPUR JN.","Sunday"
"56217","TLGP-SMET PA","TALGUPPA","SHIMOGA TOWN","Wednesday"
"56218","SMET-TLGP PA","SHIMOGA TOWN","TALGUPPA","Wednesday"
"56221","SBC-TK PASS","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","TUMKUR","Wednesday"
"56222","TK-SBC PASS","TUMKUR","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","Friday"
"56223","SBC-ASK PASS","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","ARSIKERE JN.","Wednesday"
"56224","ASK-SBC PASS","ARSIKERE JN.","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","Thursday"
"56225","SBC-TK PASS","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","TUMKUR","Thursday"
"56226","TK-SBC PASS","TUMKUR","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","Thursday"
"56227","SBC-SMET PAS","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","SHIMOGA TOWN","Friday"
"56228","SMET-SBC PAS","SHIMOGA TOWN","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","Wednesday"
"56231","MYS-SBC PASS","MYSORE JN.","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","Saturday"
"56232","SBC-MYS PASS","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","MYSORE JN.","Wednesday"
"56237","MYS-SBC PASS","MYSORE JN.","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","Thursday"
"56238","SBC-MYS PASS","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","MYSORE JN.","Monday"
"56241","SA-YPR PASSR","SALEM JN.","YESVANTPUR JN.","Sunday"
"56242","YPR-SA PASSR","YESVANTPUR JN.","SALEM JN.","Saturday"
"56261","AJJ-SBC PASS","ARAKKONAM JN","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","Thursday"
"56262","SBC-AJJ PASS","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","ARAKKONAM JN","Tuesday"
"56263","MYS-SBC PASS","MYSORE JN.","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","Tuesday"
"56264","SBC-MYS PASS","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","MYSORE JN.","Thursday"
"56265","ASK-MYS PASS","ARSIKERE JN.","MYSORE JN.","Monday"
"56266","MYS-ASK PASS","MYSORE JN.","ARSIKERE JN.","Friday"
"56267","ASK-MYS PASS","ARSIKERE JN.","MYSORE JN.","Thursday"
"56268","MYS-ASK PASS","MYSORE JN.","ARSIKERE JN.","Monday"
"56269","SMET-MYS PAS","SHIMOGA TOWN","MYSORE JN.","Monday"
"56270","MYS-SMET PAS","MYSORE JN.","SHIMOGA TOWN","Monday"
"56271","SMET-RRB PAS","SHIMOGA TOWN","CHIKMAGALURU","Monday"
"56272","RRB-SMET PAS","CHIKMAGALURU","SHIMOGA TOWN","Wednesday"
"56273","ASK-UBL PASS","ARSIKERE JN.","HUBLI JN.","Wednesday"
"56274","UBL-ASK PASS","HUBLI JN.","ARSIKERE JN.","Sunday"
"56275","SMET-MYS PAS","TALGUPPA","MYSORE JN.","Wednesday"
"56276","MYS-TLGP PAS","MYSORE JN.","TALGUPPA","Sunday"
"56277","CMGR-YPR FAS","CHIKMAGALURU","YESVANTPUR JN.","Thursday"
"56278","YPR-CMGR FAS","YESVANTPUR JN.","CHIKMAGALURU","Thursday"
"56281","CMNR-SBC FAS","CHAMRAJANAGAR","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","Tuesday"
"56282","SBC-CMNR FAS","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","CHAMRAJANAGAR","Wednesday"
"56300","QLN ALLP PAS","QUILON","ALLEPPEY","Thursday"
"56301","ALLP - QLN P","ALLEPPEY","QUILON","Wednesday"
"56302","ALLP ERS PAS","ALLEPPEY","ERNAKULAM. JN","Saturday"
"56303","ERS ALLP PAS","ERNAKULAM. JN","ALLEPPEY","Monday"
"56304","NCJ-KTYM PAS","NAGERCOIL JN.","KOTTAYAM","Monday"
"56305","KTYM-QLN PAS","KOTTAYAM","QUILON","Monday"
"56307","QLN TVC PASS","QUILON","TRIVANDRUM CENTRAL","Thursday"
"56308","TVC  QLN  PA","TRIVANDRUM CENTRAL","QUILON","Tuesday"
"56309","QLN-TVC PASS","QUILON","TRIVANDRUM CENTRAL","Friday"
"56310","NCJ-TVC PASS","NAGERCOIL JN.","TRIVANDRUM CENTRAL","Saturday"
"56311","TVC-NCJ PASS","TRIVANDRUM CENTRAL","NAGERCOIL JN.","Sunday"
"56313","TVC-NCJ PASS","TRIVANDRUM CENTRAL","NAGERCOIL JN.","Sunday"
"56315","TVC-NCJ PASS","TRIVANDRUM CENTRAL","NAGERCOIL JN.","Tuesday"
"56316","NCJ-TVC PASS","NAGERCOIL JN.","TRIVANDRUM CENTRAL","Monday"
"56317","KCVL-NCJ PAS","KOCHUVELI","NAGERCOIL JN.","Monday"
"56318","NCJ-KCVL PAS","NAGERCOIL JN.","KOCHUVELI","Wednesday"
"56319","NCJ-CBE PASS","NAGERCOIL JN.","COIMBATORE  JN.","Sunday"
"56320","CBE-NCJ PASS","COIMBATORE  JN.","NAGERCOIL JN.","Wednesday"
"56323","CBE-MAQ PASS","COIMBATORE  JN.","MANGALORE CENTRAL","Friday"
"56324","MAQ-CBE FAST","MANGALORE CENTRAL","COIMBATORE  JN.","Sunday"
"56331","PUU-QLN PASS","PUNALUR","QUILON","Friday"
"56332","QLN-PUU PASS","QUILON","PUNALUR","Friday"
"56333","EDN-QLN PASS","EDAMANN","QUILON","Monday"
"56334","QLN-EDN PASS","QUILON","EDAMANN","Tuesday"
"56335","EDN-QLN PASS","EDAMANN","QUILON","Sunday"
"56336","QLN-EDN PASS","QUILON","EDAMANN","Saturday"
"56337","PUU-QLN PASS","PUNALUR","QUILON","Tuesday"
"56338","QLN-PUU PASS","QUILON","PUNALUR","Tuesday"
"56361","SRR-ERS PASS","SHORANUR JN.","ERNAKULAM. JN","Tuesday"
"56362","ERS-NIL PASS","ERNAKULAM. JN","NILAMBUR ROAD","Monday"
"56363","NIL-ERS PASS","NILAMBUR ROAD","ERNAKULAM. JN","Tuesday"
"56364","ERS-SRR PASS","ERNAKULAM. JN","SHORANUR JN.","Thursday"
"56365","QLN-EDN PASS","GURUVAYUR","EDAMANN","Friday"
"56366","EDN-QLN PASS","EDAMANN","GURUVAYUR","Sunday"
"56370","ERS-GUV PASS","ERNAKULAM. JN","GURUVAYUR","Wednesday"
"56371","GUV-ERS PASS","GURUVAYUR","ERNAKULAM. JN","Saturday"
"56373","GUV-TCR PASS","GURUVAYUR","TRICHUR","Monday"
"56374","GUV-TCR PASS","TRICHUR","GURUVAYUR","Friday"
"56375","GUV-ERS PASS","GURUVAYUR","ERNAKULAM. JN","Saturday"
"56376","ERS-GUV PASS","ERNAKULAM. JN","GURUVAYUR","Friday"
"56377","ALLP-KYJ PAS","ALLEPPEY","KAYANKULAM JN","Thursday"
"56378","KYJ-ALLP PAS","KAYANKULAM JN","ALLEPPEY","Thursday"
"56379","ERS-ALLP PAS","ERNAKULAM. JN","ALLEPPEY","Monday"
"56380","KYJ-ERS PASS","KAYANKULAM JN","ERNAKULAM. JN","Tuesday"
"56381","ERS-KYJ PASS","ERNAKULAM. JN","KAYANKULAM JN","Friday"
"56382","KYJ-ERS PASS","KAYANKULAM JN","ERNAKULAM. JN","Monday"
"56383","ERS-KYJ PASS","ERNAKULAM. JN","KAYANKULAM JN","Tuesday"
"56384","ALLP-ERS PAS","ALLEPPEY","ERNAKULAM. JN","Sunday"
"56385","ERS-KTYM","ERNAKULAM. JN","KOTTAYAM","Sunday"
"56386","KTYM-ERS PAS","KOTTAYAM","ERNAKULAM. JN","Tuesday"
"56387","ERS-KYJ PASS","ERNAKULAM. JN","KAYANKULAM JN","Saturday"
"56388","KYJ-ERS PASS","KAYANKULAM JN","ERNAKULAM. JN","Thursday"
"56389","ERS-KTYM PAS","ERNAKULAM. JN","KOTTAYAM","Saturday"
"56390","KTYM-ERS PAS","KOTTAYAM","ERNAKULAM. JN","Sunday"
"56391","ERS-QLN PASS","ERNAKULAM. JN","QUILON","Friday"
"56392","QLN-ERS PASS","QUILON","ERNAKULAM. JN","Wednesday"
"56393","KTYM-QLN PAS","KOTTAYAM","QUILON","Tuesday"
"56394","QLN-KTYM PAS","QUILON","KOTTAYAM","Sunday"
"56501","BZA-UBL  PAS","VIJAYWADA JN.","HUBLI JN.","Monday"
"56502","UBL-BZA  PAS","HUBLI JN.","VIJAYWADA JN.","Wednesday"
"56503","YPR-BZA  PAS","BANGALORE CANTT.","VIJAYWADA JN.","Tuesday"
"56504","BZA-YPR  PAS","VIJAYWADA JN.","BANGALORE CANTT.","Saturday"
"56505","BWT-MKM PASS","BANGARPET JN.","MARIKUPPAM","Tuesday"
"56506","MKM-BWT PASS","MARIKUPPAM","BANGARPET JN.","Tuesday"
"56507","MKM-SBC SWAR","MARIKUPPAM","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","Monday"
"56508","SBC-MKMSWARN","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","MARIKUPPAM","Wednesday"
"56509","MKM-SBC PASS","MARIKUPPAM","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","Tuesday"
"56510","SBC-MKM PASS","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","MARIKUPPAM","Tuesday"
"56511","BWT-MKM PASS","BANGARPET JN.","MARIKUPPAM","Wednesday"
"56512","MKM-BWT PASS","MARIKUPPAM","BANGARPET JN.","Sunday"
"56513","NCR-SBC PASS","KARAIKAL","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","Tuesday"
"56514","SBC-KIK PASS","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","KARAIKAL","Tuesday"
"56515","SBC-UBL PASS","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","HUBLI JN.","Wednesday"
"56516","UBL-SBC PASS","HUBLI JN.","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","Friday"
"56517","CTA-HRR PASS","CHITRADURG","HARIHAR JN.","Sunday"
"56518","HRR-CTA PASS","HARIHAR JN.","CHITRADURG","Monday"
"56519","JRU-CTA PASS","CHIKJAJUR JN.","CHITRADURG","Saturday"
"56520","CTA-JRU PASS","CHITRADURG","CHIKJAJUR JN.","Saturday"
"56600","CLT -SRR PAS","CALICUT","SHORANUR JN.","Tuesday"
"56601","SRR-CLT PASS","SHORANUR JN.","CALICUT","Thursday"
"56602","CAN-SRR PASS","KANNUR","SHORANUR JN.","Tuesday"
"56603","TCR-CAN PASS","TRICHUR","KANNUR","Thursday"
"56604","SRR-CBE PASS","SHORANUR JN.","COIMBATORE  JN.","Monday"
"56605","CBE-TCR PASS","COIMBATORE  JN.","TRICHUR","Sunday"
"56610","NIL-PGT PASS","NILAMBUR ROAD","PALAKKAD JN","Wednesday"
"56611","PGT-NIL PASS","PALAKKAD JN","NILAMBUR ROAD","Friday"
"56612","NIL-SRR PASS","NILAMBUR ROAD","SHORANUR JN.","Wednesday"
"56613","SRR-NIL PASS","SHORANUR JN.","NILAMBUR ROAD","Saturday"
"56614","NIL-SRR PASS","NILAMBUR ROAD","SHORANUR JN.","Wednesday"
"56616","NIL-SRR PASS","NILAMBUR ROAD","SHORANUR JN.","Thursday"
"56617","SRR-NIL PASS","SHORANUR JN.","NILAMBUR ROAD","Tuesday"
"56619","SRR-NIL PASS","SHORANUR JN.","NILAMBUR ROAD","Monday"
"56620","NIL-SRR PASS","NILAMBUR ROAD","SHORANUR JN.","Sunday"
"56621","SRR-NIL PASS","SHORANUR JN.","NILAMBUR ROAD","Sunday"
"56640","MAQ-MAO PASS","MANGALORE CENTRAL","MADGOAN JN.","Friday"
"56641","MAO MAQ PASS","MADGOAN JN.","MANGALORE CENTRAL","Friday"
"56642","KBPR-MAQ PAS","KABAKA PUTTUR","MANGALORE CENTRAL","Thursday"
"56643","MAQ-KBPR PAS","MANGALORE CENTRAL","KABAKA PUTTUR","Saturday"
"56644","KBPR-MAQ PAS","KABAKA PUTTUR","MANGALORE CENTRAL","Wednesday"
"56645","MAQ-KBPR PAS","MANGALORE CENTRAL","KABAKA PUTTUR","Saturday"
"56646","SBHR-MAQ PAS","SUBRAHMANYA ROAD","MANGALORE CENTRAL","Monday"
"56647","MAQ-SBHR PAS","MANGALORE CENTRAL","SUBRAHMANYA ROAD","Saturday"
"56650","CAN-CBE PASS","KANNUR","COIMBATORE  JN.","Saturday"
"56651","CBE-CAN PASS","COIMBATORE  JN.","KANNUR","Tuesday"
"56652","CAN-CLT PASS","KANNUR","CALICUT","Sunday"
"56653","CLT-CAN PASS","CALICUT","KANNUR","Thursday"
"56654","MAQ-CLT PASS","MANGALORE CENTRAL","CALICUT","Tuesday"
"56655","CAN-MAQ PASS","KANNUR","MANGALORE CENTRAL","Thursday"
"56656","MAQ-CAN PASS","MANGALORE CENTRAL","KANNUR","Thursday"
"56657","CLT-CAN PASS","CALICUT","KANNUR","Tuesday"
"56659","CAN-CHV PASE","KANNUR","CHERVATTUR","Wednesday"
"56661","CHV-MAQ PASS","CHERVATTUR","MANGALORE CENTRAL","Monday"
"56663","TCR-CLT PASS","TRICHUR","CALICUT","Friday"
"56664","CLT-TCR PASS","CALICUT","TRICHUR","Saturday"
"56665","KGQ-BYNDOOR","KASARAGOD","BYNDOOR","Wednesday"
"56666","BYNDOOR-KGQ","BYNDOOR","KASARAGOD","Sunday"
"56700","MDU-PUU PASS","MADURAI JN","PUNALUR","Tuesday"
"56701","QLN-MDU PASS","PUNALUR","MADURAI JN","Monday"
"56703","TPJ-DG PASS","TIRUCHIRAPPALLI JN.","DINDIGUL JN","Saturday"
"56704","DG-TPJ PASS","DINDIGUL JN","TIRUCHIRAPPALLI JN.","Wednesday"
"56705","VM-MDU PASSE","VILLUPURAM JN.","MADURAI JN","Sunday"
"56706","MDU-VM PASSE","MADURAI JN","VILLUPURAM JN.","Tuesday"
"56707","DG - MDU PAS","DINDIGUL JN","MADURAI JN","Wednesday"
"56708","MDU-DG PASS","MADURAI JN","DINDIGUL JN","Wednesday"
"56709","PLNI-MDU PAS","PALANI","MADURAI JN","Wednesday"
"56710","MDU-PLNI PAS","MADURAI JN","PALANI","Saturday"
"56711","KIK-TPJ PASS","KARAIKAL","TIRUCHIRAPPALLI JN.","Saturday"
"56714","TPJ-KIK PASS","TIRUCHIRAPPALLI JN.","KARAIKAL","Wednesday"
"56715","KANNIYAKUMAR","PUNALUR","KANNIYAKUMARI","Thursday"
"56716","PUNALUR PASS","KANNIYAKUMARI","PUNALUR","Monday"
"56717","CAPE TEN PAS","KANNIYAKUMARI","TIRUNELVELI JN","Monday"
"56718","TEN NCJ PASS","TIRUNELVELI JN","NAGERCOIL JN.","Saturday"
"56719","NCJ-CAPE PAS","NAGERCOIL JN.","KANNIYAKUMARI","Thursday"
"56721","MDU-RMM PASS","MADURAI JN","RAMESWARAM","Thursday"
"56722","RMM-MDU PASS","RAMESWARAM","MADURAI JN","Monday"
"56723","MDU-RMM PASS","MADURAI JN","RAMESWARAM","Monday"
"56724","RMM-MDU PASS","RAMESWARAM","MADURAI JN","Wednesday"
"56725","MDU-RMM PASS","MADURAI JN","RAMESWARAM","Thursday"
"56726","RMM - MDU  P","RAMESWARAM","MADURAI JN","Friday"
"56731","MDU-SCT PASS","MADURAI JN","SENGOTTAI JN","Monday"
"56732","SCT-MDU PASS","SENGOTTAI JN","MADURAI JN","Monday"
"56733","MDU-SCT PASS","MADURAI JN","SENGOTTAI JN","Sunday"
"56734","SCT-MDU PASS","SENGOTTAI JN","MADURAI JN","Saturday"
"56735","MDU-SCT  PAS","MADURAI JN","SENGOTTAI JN","Monday"
"56736","SCT-MDU PASS","SENGOTTAI JN","MADURAI JN","Friday"
"56741","TN-TEN PASSE","TUTICORIN","TIRUNELVELI JN","Saturday"
"56742","TEN-TN PASSE","TIRUNELVELI JN","TUTICORIN","Thursday"
"56761","TEN-TCN PASS","TIRUNELVELI JN","TIRUCHENDUR","Tuesday"
"56762","TCN-TEN PASS","TIRUCHENDUR","TIRUNELVELI JN","Saturday"
"56763","TEN-TCN","TIRUNELVELI JN","TIRUCHENDUR","Friday"
"56764","TCN-TEN PASS","TIRUCHENDUR","TIRUNELVELI JN","Tuesday"
"56765","TEN-TCN PASS","TIRUNELVELI JN","TIRUCHENDUR","Saturday"
"56766","TCN-TEN PASS","TIRUCHENDUR","TIRUNELVELI JN","Friday"
"56767","TN-TCN PASS","TUTICORIN","TIRUCHENDUR","Tuesday"
"56768","TCN-TN PASS","TIRUCHENDUR","TUTICORIN","Friday"
"56769","PGT-TCN PASS","PALAKKAD JN","TIRUCHENDUR","Tuesday"
"56770","TCN-PGT PASS","TIRUCHENDUR","PALAKKAD JN","Sunday"
"56796","SCT-TEN PASS","SENGOTTAI JN","TIRUNELVELI JN","Tuesday"
"56797","TEN-AYVN PAS","TIRUNELVELI JN","BAGAVATHIPURAM","Monday"
"56798","AYVN-TEN PAS","BAGAVATHIPURAM","TIRUNELVELI JN","Friday"
"56799","TEN-SCT PASS","TIRUNELVELI JN","SENGOTTAI JN","Saturday"
"56800","SCT-TEN PASS","SENGOTTAI JN","TIRUNELVELI JN","Tuesday"
"56801","TEN-SCT PASS","TIRUNELVELI JN","SENGOTTAI JN","Saturday"
"56802","SCT-TEN PASS","SENGOTTAI JN","TIRUNELVELI JN","Sunday"
"56803","TEN-SCT PASS","TIRUNELVELI JN","SENGOTTAI JN","Sunday"
"56811","MV TPJ PASSR","MAYILADUTURAI JN.","TIRUCHIRAPPALLI JN.","Monday"
"56812","TPJ MV PASSR","TIRUCHIRAPPALLI JN.","MAYILADUTURAI JN.","Monday"
"56819","KMU TJ PASSR","KUMBAKONAM","THANJAVUR JN.","Wednesday"
"56820","TJ KMU PASSR","THANJAVUR JN.","KUMBAKONAM","Monday"
"56821","MV-TEN PASSE","MAYILADUTURAI JN.","DINDIGUL JN","Monday"
"56822","TEN-MV PASSE","DINDIGUL JN","MAYILADUTURAI JN.","Thursday"
"56823","MV-TPJ PASSE","MAYILADUTURAI JN.","TIRUCHIRAPPALLI JN.","Friday"
"56824","TPJ-MV PASSE","TIRUCHIRAPPALLI JN.","MAYILADUTURAI JN.","Sunday"
"56825","ED/MV-TEN PA","ERODE JN.","TIRUNELVELI JN","Saturday"
"56826","TEN-ED/MV PA","TIRUNELVELI JN","ERODE JN.","Tuesday"
"56829","TPJ-RMM PASS","TIRUCHIRAPPALLI JN.","RAMESWARAM","Wednesday"
"56830","RMM-TPJ PASS","RAMESWARAM","TIRUCHIRAPPALLI JN.","Saturday"
"56839","JTJ ED PASSR","JOLARPETTAI JN","ERODE JN.","Friday"
"56840","ED JTJ PASSR","ERODE JN.","JOLARPETTAI JN","Wednesday"
"56841","TPJ ED PASSR","TIRUCHIRAPPALLI JN.","ERODE JN.","Wednesday"
"56842","ED TPJ PASS","ERODE JN.","TIRUCHIRAPPALLI JN.","Sunday"
"56843","TPJ ED  PASS","TIRUCHIRAPPALLI JN.","ERODE JN.","Tuesday"
"56844","ED TPJ PASSR","ERODE JN.","TIRUCHIRAPPALLI JN.","Wednesday"
"56845","JTJ -  ED PA","JOLARPETTAI JN","ERODE JN.","Sunday"
"56846","ED JTJ PASSR","ERODE JN.","JOLARPETTAI JN","Friday"
"56859","TBM  VM  PAS","TAMBARAM","VILLUPURAM JN.","Thursday"
"56860","VM  TBM PASS","VILLUPURAM JN.","TAMBARAM","Saturday"
"56861","VM-PDY PASS","VILLUPURAM JN.","PONDICHERRY","Friday"
"56862","PDY-VM-PASS","PONDICHERRY","VILLUPURAM JN.","Tuesday"
"56863","VM-PDY PASS","VILLUPURAM JN.","PONDICHERRY","Sunday"
"56864","PDY-VM PASSR","PONDICHERRY","VILLUPURAM JN.","Saturday"
"56865","VM-PDY PASS","VILLUPURAM JN.","PONDICHERRY","Wednesday"
"56866","PDY-VM PASS","PONDICHERRY","VILLUPURAM JN.","Monday"
"56871","MV-TVR PASSR","MAYILADUTURAI JN.","THIRUVARUR JN.","Wednesday"
"56872","TVR-MV","THIRUVARUR JN.","MAYILADUTURAI JN.","Wednesday"
"56873","VM  MV PASSR","VILLUPURAM JN.","MAYILADUTURAI JN.","Saturday"
"56874","MV  VM PASSR","MAYILADUTURAI JN.","VILLUPURAM JN.","Tuesday"
"56875","VM-MV PASSR.","VILLUPURAM JN.","MAYILADUTURAI JN.","Thursday"
"56876","MV-VM PASSR.","MAYILADUTURAI JN.","VILLUPURAM JN.","Thursday"
"56877","VM  MV PASSR","VILLUPURAM JN.","MAYILADUTURAI JN.","Thursday"
"56878","MV VM PASSR","MAYILADUTURAI JN.","VILLUPURAM JN.","Wednesday"
"56879","MV-TVR PASSR","MAYILADUTURAI JN.","THIRUVARUR JN.","Sunday"
"56880","TVR-MV PASSR","THIRUVARUR JN.","MAYILADUTURAI JN.","Friday"
"56881","KPD-VM PASSR","KATPADI JN","VILLUPURAM JN.","Friday"
"56882","VM-TPTY PASS","VILLUPURAM JN.","TIRUPATI","Friday"
"56883","KPD -VM PASS","KATPADI JN","VILLUPURAM JN.","Monday"
"56884","VM-TPTY PASS","VILLUPURAM JN.","TIRUPATI","Monday"
"56885","TPTY-VM PASS","TIRUPATI","VILLUPURAM JN.","Thursday"
"56886","VM-KPD PASSR","VILLUPURAM JN.","KATPADI JN","Saturday"
"56889","TPTY-KPD PAS","TIRUPATI","KATPADI JN","Thursday"
"56902","DWR-UBL PASS","DHARWAD","HUBLI JN.","Saturday"
"56903","SUR-DWR PASS","SOLAPUR","DHARWAD","Friday"
"56904","DWR-SUR PASS","DHARWAD","SOLAPUR","Friday"
"56905","BJP-UBL PASS","SOLAPUR","HUBLI JN.","Friday"
"56906","UBL-BJP PASS","HUBLI JN.","SOLAPUR","Friday"
"56907","UBL - DWR PA","HUBLI JN.","DHARWAD","Wednesday"
"56909","SBC-HPT PASS","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","HOSPET JN.","Thursday"
"56910","HPT-SBC FAST","HOSPET JN.","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","Monday"
"56911","JRU-UBL  PAS","CHIKJAJUR JN.","HUBLI JN.","Sunday"
"56912","UBL-JRU PASS","HUBLI JN.","CHIKJAJUR JN.","Wednesday"
"56913","SBC-UBL FAST","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","HUBLI JN.","Friday"
"56914","UBL-SBC FAST","HUBLI JN.","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","Thursday"
"56915","JRU-UBL PASS","CHIKJAJUR JN.","HUBLI JN.","Tuesday"
"56916","UBL-JRU PASS","HUBLI JN.","CHIKJAJUR JN.","Thursday"
"56917","RRB-SMET PAS","BIRUR JN.","SHIMOGA TOWN","Friday"
